ID,Company,Year,NUM_OF_EMPLOYEES,NET_ASSETS,NET_INCOME,SALES_REV_TURN,HISTORICAL_MARKET_CAP,ESG_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,TOT_GHG_CO2_EM_INTENS_PER_SALES,PCT_WOMEN_EMPLOYEES,PCT_WOMEN_ON_BOARD,ROBECOSAM_TOTAL_STBLY_RANK,ROBECOSAM_SOCIAL_DIMENSION_RANK,ROBECOSAM_ENV_DIMENSION_RANK,ROBECOSAM_ECON_DIMENSION_RANK,Twitter_Username,followers_countÿ,friends_countÿ ,created_at,Tweets,Likes,Retweets,Images,Proportion relevant,likes per relevant,retweets per relevant,FB Posts,Likes,Shares,FB Images,FB Proportion relevant,FB likes per relevant,FB shares per relevant
71,LBTYK US EQUITY,2016,41000,14732,1705.3,17285,27501.1603,45.0413,67.8571,34.8837,45.614,30.3732,35,9.091,96,96,90,98,@libertyglobal,5400,438,42108.43286,38.92,3.5,2.25,45.82441113,2.569593148,3.833333333,1.916666667,11.16666667,47.49253731,1.231343284,41.04477612,2.23880597,8,0
71,LBTYK US EQUITY,2017,26700,6393,-2778.1,11276.4,29213.3006,42.9752,62.5,34.8837,42.1053,38.2312,35,9.091,92,90,96,88,@libertyglobal,5400,438,42108.43286,48.58,4.3,2.01,51.11492281,1.372212693,6.25,1.75,26,26.0224359,8.064102564,33.33333333,2.564102564,7.25,0.25
71,LBTYK US EQUITY,2018,26700,4148.3,725.3,11957.9,15935.1004,44.2149,62.5,34.8837,47.3684,31.0488,35,9.091,92,94,86,94,@libertyglobal,5400,438,42108.43286,36.42,4.65,1.57,65.44622426,1.372997712,4,1.5,27,11.22222222,1.984567901,33.33333333,1.851851852,6.166666667,0.666666667
72,DIS US EQUITY,2016,195000,47323,9391,55632,148576,36.7769,60.7143,27.907,33.3333,31.9117,52.7,27.273,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@WaltDisneyCo,428863,84,40841.87184,11.75,282.94,116.86,85.10638298,0,0,0,42.83333333,5552.875486,2003.780156,3.696498054,0,0,0
72,DIS US EQUITY,2017,199000,46152,8980,55137,147855,38.0165,66.0714,27.907,33.3333,34.1859,52.9,33.333,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@WaltDisneyCo,428863,84,40841.87184,8.08,544.6,221.6,53.60824742,0,0,0,46.75,6827.566845,2840.365419,1.247771836,0.178253119,7628,3105
72,DIS US EQUITY,2018,201000,53955,12598,59434,175410,35.5372,55.3571,27.907,33.3333,32.3956,53.1,36.364,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@WaltDisneyCo,428863,84,40841.87184,9.83,876.21,231.97,93.22033898,0.847457627,298,57,47.75,4161.568935,2237.099476,11.34380454,0.34904014,6565.5,2460
74,A US EQUITY,2016,12500,4246,462,4202,14116.68,53.719,75,48.8372,43.8596,13.9772,38,20,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Agilent,24514,67,39762.07948,25.5,2.18,1.5,56.53594771,0.653594771,2,2.5,9.416666667,5777.557522,26.84955752,95.57522124,1.769911504,4634.5,25
74,A US EQUITY,2017,13500,4835,684,4472,21905.66,53.3058,75,50.3876,38.5965,13.305,37,18.182,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Agilent,24514,67,39762.07948,26.92,3.55,1.93,68.42105263,0.309597523,2,3,9.416666667,1828.40708,30.01769912,95.57522124,0.884955752,1760,22
74,A US EQUITY,2018,14800,4571,316,4914,20603.22,50,60.7143,52.7132,33.3333,12.5902,38,20,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Agilent,24514,67,39762.07948,21.42,3.83,1.4,63.81322957,1.167315175,2.666666667,1,9.083333333,1470.018349,24.80733945,98.16513761,1.834862385,27.5,8
77,BIIB US EQUITY,2016,7400,12128.6,3702.8,11448.8,61224.922,45.4545,62.5,43.4109,33.3333,10.2259,49.2,27.273,94,94,94,94,@biogen,25191,253,40343.77794,48.17,5.98,3.14,41.00346021,3.979238754,4.47826087,2.434782609,8,40.66666667,5.760416667,30.20833333,7.291666667,2,0.142857143
77,BIIB US EQUITY,2017,7300,12598.1,2539.1,12273.9,67377.555,45.0413,66.0714,41.0853,33.3333,8.4137,49.6,27.273,94,100,94,94,@biogen,25191,253,40343.77794,41.58,11.88,4.86,45.69138277,1.20240481,8.5,3.5,8.583333333,25.40776699,6.097087379,34.95145631,1.941747573,4.5,0
77,BIIB US EQUITY,2018,7800,13031.6,4430.7,13452.9,59341.424,45.0413,66.0714,41.0853,33.3333,8.0741,50.6,27.273,100,100,94,100,@biogen,25191,253,40343.77794,48.33,15.35,5.16,66.89655172,0.689655172,14.5,4,15.08333333,32.6519337,10.98895028,58.56353591,0,0,0
78,BMY US EQUITY,2016,25000,16347,4457,19427,97244.16,43.3884,66.0714,37.9845,33.3333,20.2811,#N/A N/A,18.182,82,82,75,84,@bmsnews,131247,1116,39924.81368,141.67,24.4,13,63.94117647,0.470588235,5.375,2.5,13.83333333,316.5481928,62.58433735,53.01204819,1.204819277,90,13.5
78,BMY US EQUITY,2017,23700,11847,1007,20776,99580,44.6281,71.4286,37.9845,33.3333,18.0208,#N/A N/A,10,79,77,77,72,@bmsnews,131247,1116,39924.81368,97.58,44.99,17.55,73.35610589,0.170794193,19,9.5,22.75,879.007326,70.5970696,58.60805861,0,0,0
78,BMY US EQUITY,2018,23300,14127,4920,22561,84415.52,40.0826,71.4286,31.7829,28.0702,16.4886,#N/A N/A,18.182,76,78,76,71,@bmsnews,131247,1116,39924.81368,53.67,34.89,10.11,82.14285714,0.155279503,4,0,17.66666667,536.3066038,56.02830189,53.77358491,0,0,0
79,JNJ US EQUITY,2016,126400,70418,16540,71890,311817.1323,58.2645,66.0714,61.2403,43.8596,16.1063,46,20,59,59,73,39,@JNJCares,102337,1200,40298.81818,86.67,4.04,2.69,17.5,0.192307692,14,11.5,15,517.05,120.8777778,12.77777778,0.555555556,127,14
79,JNJ US EQUITY,2017,134000,60160,1300,76450,374802.393,58.6777,66.0714,62.0155,43.8596,14.7049,46.5,20,49,49,63,37,@JNJCares,102337,1200,40298.81818,100.58,6.69,2.22,52.27837614,0,0,0,27.83333333,587.3622754,141.5479042,1.497005988,0.598802395,490,215
79,JNJ US EQUITY,2018,135100,59752,15297,81581,338833.9755,61.9835,66.0714,62.0155,57.8947,13.7946,47.05,27.273,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@JNJCares,102337,1200,40298.81818,111.67,5.45,1.69,57.76119403,0.746268657,3.2,1.1,29.66666667,165.7752809,100.2668539,3.651685393,1.123595506,188.25,37.75
80,CBRE US EQUITY,2016,75000,3057.245,571.97,13071.589,10620.9298,47.9339,62.5,38.7597,54.386,7.1217,33.63,20,71,57,73,82,@CBRE,129319,738,39926.73907,34.5,18.46,20.43,77.0531401,0.724637681,29.66666667,26.66666667,26.41666667,117.3217666,9.627760252,51.41955836,1.261829653,77,9.25
80,CBRE US EQUITY,2017,80000,4174.614,697.11,18628.787,14701.9753,49.5868,67.8571,37.9845,57.8947,3.8149,33.63,25,66,73,53,85,@CBRE,129319,738,39926.73907,25.75,16.99,18.41,87.37864078,0.323624595,9,14,22.08333333,59.56981132,7.716981132,41.88679245,1.509433962,46.75,5.5
80,CBRE US EQUITY,2018,90000,5009.902,1063.22,21340.088,13489.9878,47.9339,67.8571,32.5581,63.1579,3.304,33.7,27.273,78,63,78,94,@CBRE,129319,738,39926.73907,21.08,26.38,20.66,81.02766798,1.581027668,43.75,36,18.08333333,57.11520737,5.543778802,52.53456221,0.460829493,157,14
83,JLL US EQUITY,2016,77000,2821.5,318.2,6803.8,4568.4056,46.6942,62.5,37.9845,50.8772,4.317,35,36.364,75,62,74,92,@JLL,76251,1059,39893.90934,243.5,3.82,4.06,71.73169062,3.18275154,3.88172043,3.322580645,17.75,8.596244131,1.009389671,93.42723005,8.920187793,6,0.578947368
83,JLL US EQUITY,2017,82000,3382,276.4,14453.2,6757.5226,47.9339,66.0714,37.9845,52.6316,1.9806,36,40,77,65,73,93,@JLL,76251,1059,39893.90934,172.67,3.97,2.83,90.3957529,1.158301158,5.25,4.541666667,19.25,26.56709957,2.034632035,81.38528139,0.865800866,14.5,1
83,JLL US EQUITY,2018,90000,3734.5,484.5,16318.4,5772.8863,54.1322,66.0714,45.7364,61.4035,3.9557,35,40,70,70,66,79,@JLL,76251,1059,39893.90934,114.92,5.67,2.57,89.7026831,1.087744743,7.066666667,2.866666667,20.66666667,3.629032258,0.524193548,94.35483871,2.016129032,2.2,0
84,KIM US EQUITY,2016,551,5489.827,378.85,1170.792,10693.8583,49.1736,62.5,48.062,38.5965,45.7417,65,12.5,74,73,71,79,@kimcorealty,7371,924,40249.63172,17.83,1.08,0.66,4.205607477,2.803738318,0.5,0.5,6.416666667,9.428571429,1.584415584,12.98701299,3.896103896,1.666666667,0
84,KIM US EQUITY,2017,546,5538.29,426.08,1200.834,7725.4818,52.8926,67.8571,52.7132,38.5965,37.3018,65,22.222,80,72,84,76,@kimcorealty,7371,924,40249.63172,14.67,1.7,0.6,14.20454545,0.568181818,1,0,7.916666667,11.51578947,2.715789474,18.94736842,3.157894737,10.33333333,2
84,KIM US EQUITY,2018,533,5434.735,497.8,1164.762,6173.3471,52.8926,67.8571,52.7132,38.5965,33.5157,64.03,30,82,78,77,83,@kimcorealty,7371,924,40249.63172,11.75,2.43,0.82,38.29787234,2.836879433,2.25,1,9.166666667,11.96363636,3.263636364,37.27272727,3.636363636,8.25,2.5
85,PLD US EQUITY,2016,1530,18458.14,1209.93,2533.135,27908.5421,41.3223,62.5,33.3333,38.5965,2.6011,50,20,72,69,72,71,@Prologis,10274,1356,40203.68889,64.83,1.98,1.49,67.99485861,5.912596401,2.847826087,1.913043478,2.666666667,12.59375,1.8125,59.375,25,9.5,1.125
85,PLD US EQUITY,2017,1565,18705.741,1652.33,2618.134,34331.3189,42.562,66.0714,36.4341,33.3333,2.4082,50.934,10,73,65,75,64,@Prologis,10274,1356,40203.68889,50.08,5.04,2.47,82.52911814,8.652246256,6.134615385,2.346153846,2.333333333,26.39285714,4.214285714,82.14285714,10.71428571,23.33333333,2
85,PLD US EQUITY,2018,1617,25800.888,1649.36,2804.449,36971.0515,42.562,66.0714,36.4341,33.3333,2.1256,51.87,16.667,84,78,87,78,@Prologis,10274,1356,40203.68889,33.33,9.45,3.91,89.25,15.75,10.12698413,3.492063492,1.25,31.6,2.533333333,93.33333333,6.666666667,28,0
87,WELL US EQUITY,2016,466,15679.905,1077.8,4281.16,26000.7772,46.6942,62.5,43.4109,38.5965,40.6532,46.38,20,63,65,58,74,@Welltower,791,134,42261.77356,6.42,6.96,2.52,45.45454545,9.090909091,4,1.857142857,0,0,0,0,0,0,0
87,WELL US EQUITY,2017,392,15300.646,522.77,4316.641,24621.6997,51.6529,75,44.9612,43.8596,41.5805,49.53,18.182,74,71,71,83,@Welltower,791,134,42261.77356,1.25,2.33,1.6,46.66666667,6.666666667,1,2,0,0,0,0,0,0,0
87,WELL US EQUITY,2018,384,16010.645,804.95,4700.499,27628.2735,52.4793,75,44.186,49.1228,28.6363,49.74,33.333,87,87,84,86,@Welltower,791,134,42261.77356,1.58,11.37,3.58,73.68421053,5.263157895,6,1,1.166666667,2.714285714,0.714285714,42.85714286,7.142857143,2,0
88,WY US EQUITY,2016,10400,9180,1027,6365,22523.2115,56.6116,62.5,55.814,52.6316,201.0998,17,23.077,84,84,78,88,@Weyerhaeuser,4587,848,40801.85346,13.25,5.48,3.43,62.26415094,12.57861635,6.7,5.05,6.083333333,38.7260274,17.42465753,17.80821918,12.32876712,44.88888889,9.555555556
88,WY US EQUITY,2017,9300,8899,582,7196,26629.1534,58.2645,69.6429,55.814,52.6316,184.8249,17,27.273,81,83,74,84,@Weyerhaeuser,4587,848,40801.85346,4.33,9.31,3.25,59.61538462,1.923076923,33,17,2.75,69.21212121,11.15151515,36.36363636,6.060606061,96,12
88,WY US EQUITY,2018,9300,9046,748,7476,16316.1058,59.5041,69.6429,55.814,57.8947,151.1503,17,27.273,72,73,67,84,@Weyerhaeuser,4587,848,40801.85346,5.33,11.52,3.72,64.0625,7.8125,20.6,9.8,3.5,57.0952381,14.16666667,40.47619048,4.761904762,117,32
89,BBY US EQUITY,2016,125000,4709,1228,39403,13523.8648,52.1531,66.0714,55.2083,33.3333,13.9295,27,40,86,79,94,89,@BestBuy,901502,87,39771.01616,414.67,15.74,5.56,9.586012862,0.100482315,161.6,31.6,11.16666667,238.9179104,47.84328358,32.08955224,0,0,0
89,BBY US EQUITY,2017,125000,3612,1000,42151,20160.0651,54.067,66.0714,53.125,43.8596,11.8942,26,40,91,81,97,91,@BestBuy,901502,87,39771.01616,672.17,8.08,2.53,6.29804116,0.024795438,0,0,29.83333333,268.3882682,33.79608939,19.27374302,0,0,0
89,BBY US EQUITY,2018,125000,3306,1464,42879,15535.6544,52.6316,71.4286,53.125,33.3333,11.6783,26,50,89,80,89,90,@BestBuy,901502,87,39771.01616,776.75,11.2,2.58,4.409398133,0.064370776,2.166666667,1.166666667,25.91666667,180.4019293,25.55305466,31.18971061,0,0,0
